name_x,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name,idProduct,name_y,code,idExpansion,idMetacard,idCategory,avg,low,trend,avg1,avg7,avg30
Ryudamon,Digimon,BT15-056,3.0,3.0,1.0,,,[Digivolve] [Kyokyomon]: Cost 0,Black,Green,Beast,X Antibody,,2000.0,Vaccine,SR,,,"[Start of Your Main Phase] By placing 1 [Shuu Yulin] from your hand as this Digimon's bottom digivolution card, this Digimon isn't affected by the effects of your opponent's Digimon until the end of their turn.","[All Turns] [Once Per Turn] When this Digimon becomes suspended, suspend 1 of your opponent's Digimon or Tamers with a play cost less than or equal to this Digimon's play cost.",[Digivolve] [Kyokyomon]: Cost 0,Digimon Card Game,ryudamon-bt15-056,2024-05-27 15:14:30,Ryudamon,537857.0,['BT-15: Booster Exceed Apocalypse'],755508.0,Ryudamon (BT15-056),BT15-056,5577.0,430984.0,1611.0,2.0,2.0,3.67,2.0,3.42,3.75
Ryudamon,Digimon,BT20-010,3.0,3.0,1.0,,,[Digivolve] Black Lv.2 w/[X Antibody] trait: Cost 0,Red,Black,Beast Dragon,X Antibody,,1000.0,Vaccine,U,,,"[Your Turn] When this Digimon would digivolve into [Ginryumon] or a Digimon card with the [Chronicle] trait, reduce the digivolution cost by 1.",[Your Turn] This Digimon gets +2000 DP.,[Digivolve] Black Lv.2 w/[X Antibody] trait: Cost 0,Digimon Card Game,ryudamon-bt20-010,2025-01-16 12:04:57,Ryudamon,610130.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']",806222.0,Ryudamon (BT20-010),BT20-010,6000.0,444369.0,1611.0,0.06,0.02,0.09,0.05,0.07,0.1
Ryugumon,Digimon,BT19-027,6.0,12.0,4.0,,,,Blue,,Mollusk,LIBERATOR,,12000.0,Data,SR,,,"＜Decode (Blue Lv.5)＞ (When this Digimon would leave the battle area other than in battle, you may play 1 Blue Level 5 Digimon card from its digivolution cards without paying the cost.)
[When Digivolving] You may play 1 level 4 or lower blue Digimon card from this Digimon's digivolution cards without paying the cost.
[End of Your Turn] [Once Per Turn] By returning 1 of your Digimon to the bottom of the deck, return 1 of your opponent's Digimon with as high or lower a level as it to the bottom of the deck.",,,Digimon Card Game,ryugumon-bt19-027,2024-09-12 18:02:15,Ryugumon,586818.0,"['BT-19: Booster Xros Evolution', 'BT18-19: Special Booster Ver.2.0', 'Special Booster Ver.2.0 Lucky Pack']",793755.0,Ryugumon (BT19-027),BT19-027,5922.0,441377.0,1611.0,2.18,0.95,1.93,1.6,2.04,2.65
Ryugumon,Digimon,BT22-027,6.0,11.0,3.0,,,,Blue,,Mollusk,LIBERATOR,,11000.0,Data,R,,,"＜Decode (Lv.5 w/[Aqua]/[Sea Animal] in any trait)＞ (When this Digimon would leave the battle area other than in battle, you may play 1 Level 5 Digimon card with [Aqua] or [Sea Animal] in any of its traits from its digivolution cards without paying the cost.)
[On Play] [When Digivolving] By placing 1 level 5 or lower Digimon card with [Aqua] or [Sea Animal] in any of its traits from your hand as this Digimon's bottom digivolution card, 1 of your opponent's Digimon or Tamers can't suspend until their turn ends.
[All Turns] [Once Per Turn] When effects add to this Digimon's digivolution cards, return 1 of your opponent's level 5 or lower Digimon to the bottom of the deck.",,,Digimon Card Game,ryugumon-bt22-027,2025-06-13 18:01:24,Ryugumon,639673.0,['BT-22: Booster Cyber Eden'],835183.0,Ryugumon (BT22-027),BT22-027,6173.0,451528.0,1611.0,0.11,0.02,0.21,0.02,0.17,0.11
Ryuji Mishima,Tamer,BT23-085,,4.0,,,,,Black,,Hudie,CS,,,,SR,,,"[Start of Your Main Phase] If you have a [CS] trait Digimon, gain 1 memory.
[On Play] Until your opponent's turn ends, their effects can't reduce the DP of 1 of your [Hudie] trait Digimon, and it gains ＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.) and ＜Blocker＞ (This Digimon can block in the blocker timing.).
[All Turns] When any of your [Hudie] trait Digimon suspend, by suspending this Tamer, you may use 1 single-color [CS] trait Option card from your hand without paying the cost.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,ryuji-mishima-bt23-085,2025-09-21 06:01:04,,,"[""BT-23: Booster Hackers' Slumber""]",850465.0,Ryuji Mishima (BT23-085),BT23-085,6280.0,454730.0,1611.0,1.02,0.45,0.02,0.79,0.84,1.0
Ryutaro Williams,Tamer,EX8-065,,3.0,,,,,Red,,LIBERATOR,,,,,R,,,"[Start of Your Main Phase] If your opponent has a Digimon, gain 1 memory.
[Your Turn] When one of your Digimon with [Tyrannomon] in its name attacks, by suspending this Tamer, that Digimon may digivolve into a Digimon card with [Tyrannomon] in its name or the [Dinosaur] trait in the hand with the digivolution cost reduced by 1.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,ryutaro-williams-ex8-065,2024-09-09 08:09:00,Ryutaro Williams,604384.0,['EX-08: Extra Booster Chain of Liberation'],802694.0,Ryutaro Williams (EX8-065),EX8-065,5967.0,443843.0,1611.0,0.03,0.02,0.1,0.02,0.03,0.08
Saberdramon,Digimon,P-091,4.0,5.0,3.0,Red,3.0,,Red,Purple,Giant Bird,,Champion,5000.0,Vaccine,P,Champion,,"＜Raid＞ (When this Digimon attacks, you may switch the target of attack to 1 of your opponent's unsuspended Digimon with the highest DP.)
＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)",[On Deletion] Return 1 red or purple Digimon card from your trash to the hand.,,Digimon Card Game,saberdramon-p-091,2024-05-27 15:14:30,Saberdramon - P-091,531808.0,['3rd Anniversary Update Pack'],750693.0,Saberdramon (P-091),P-091,4996.0,429336.0,1611.0,2.35,2.2,2.21,2.0,2.54,3.17
Saberdramon,Digimon,BT3-080,4.0,4.0,2.0,Purple,3.0,,Purple,,Giant Bird,,Champion,3000.0,Vaccine,C,Champion,,"Inherited Effect ＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.).",,,Digimon Card Game,saberdramon-bt3-080,2024-05-27 15:14:30,Saberdramon,231735.0,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']",620353.0,Saberdramon (BT3-080),BT3-080,4986.0,405308.0,1611.0,0.03,0.02,0.04,0.02,0.03,0.07
SaberLeomon,Digimon,BT1-043,6.0,11.0,3.0,Blue,5.0,,Blue,,Ancient Animal,,Mega,10000.0,Data,u,Mega,,[When Digivolving] Trash 4 digivolution cards at the bottom of 1 of your opponent's Digimon.,,,Digimon Card Game,saberleomon-bt1-043,2024-05-27 15:14:30,SaberLeomon,229865.0,"['BT-01: Booster New Evolution', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution']",620044.0,SaberLeomon (BT1-043),BT1-043,4984.0,405043.0,1611.0,0.04,0.02,0.05,0.05,0.05,0.07
SaberLeomon,Digimon,BT7-052,6.0,11.0,3.0,Green,,,Green,,Ancient Animal,,,10000.0,Data,c,,,"[When Digivolving] This Digimon gets +5000 DP for the turn.
[On Deletion] Gain 2 memory.",,,Digimon Card Game,saberleomon-bt7-052,2024-05-27 15:14:30,SaberLeomon,264341.0,['BT-07: Booster Next Adventure'],620860.0,SaberLeomon (BT7-052),BT7-052,4994.0,405731.0,1611.0,0.06,0.02,0.06,0.05,0.05,0.04
SaberLeomon,Digimon,EX7-029,6.0,7.0,4.0,,,[Digivolve] Lv.5 w/[NSp] trait or Lv.5 w/[Leomon] in name: Cost 3,Yellow,Green,Ancient Animal,NSp,,12000.0,Data,SR,,,"[Hand] [Counter] ＜Blast Digivolve＞ (Your Digimon may digivolve into this card without paying the cost.)
[On Play] [When Digivolving] 2 of your opponent's suspended Digimon get -8000 DP until the end of your turn.
[When Digivolving] [When Attacking] [Once Per Turn] Suspend 1 of your opponent's Digimon. Then, if your opponent has no unsuspended Digimon, unsuspend this Digimon.","Ace Overflow ＜-4＞ (As this card moves from the field or under a card to an area other than those, lose 4 memory.)",[Digivolve] Lv.5 w/[NSp] trait or Lv.5 w/[Leomon] in name: Cost 3,Digimon Card Game,saberleomon-ex7-029,2024-05-27 15:14:30,SaberLeomon ACE,564958.0,['EX-07: Extra Booster Digimon Liberator'],786166.0,SaberLeomon Ace (EX7-029),EX7-029,5828.0,439485.0,1611.0,1.79,0.99,1.75,3.1,2.14,2.33
SaberLeomon,Digimon,BT14-054,6.0,12.0,4.0,Green,5.0,,Green,,Ancient Animal,,Mega,12000.0,Vaccine,C,Mega,,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)
[When Digivolving] By unsuspending this Digimon, suspend 1 of your opponent's Digimon.
[End of Your Turn] This Digimon may attack an opponent's Digimon.",,,Digimon Card Game,saberleomon-bt14-054,2024-05-27 15:14:30,SaberLeomon,524975.0,['BT-14: Booster Blast Ace'],741138.0,SaberLeomon (BT14-054),BT14-054,5515.0,426742.0,1611.0,0.02,0.02,0.04,0.05,0.04,0.05
Sagittarimon,Digimon,P-178,4.0,6.0,3.0,,,[Digivolve] [Veemon]: Cost 2,Red,Yellow,Mythical Beast,,Armor Form,6000.0,Free,P,Armor Form,,"＜Armor Purge＞ (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion.)
[When Digivolving] 1 of your opponent's Digimon gets -3000 DP for the turn.
[When Attacking] Delete 1 of your opponent's Digimon with 4000 DP or less.",,[Digivolve] [Veemon]: Cost 2,Digimon Card Game,sagittarimon-p-178,2025-03-01 12:00:21,Sagittarimon (Store Tournament 2025 Vol.2 Participation Pack),625603.0,[],818255.0,Sagittarimon (P-178),P-178,4996.0,447492.0,1611.0,0.07,0.02,0.15,0.15,0.13,0.12
Sagomon,Digimon,EX6-024,5.0,7.0,4.0,,,"DigiXros Requirements [DigiXros -2] [Sanzomon] or [Gokuumon] or [Cho-Hakkaimon]
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Yellow,Blue,Wizard,,,7000.0,Virus,C,,,"[On Play] [When Attacking] [Once Per Turn] 1 Digimon may gain ＜Security A. -1＞ (This Digimon checks 1 additional security card.) until the end of your opponent's turn. Then, if DigiXrosing, 1 of your opponent's Digimon or Tamers can't suspend until the end of their turn.
[All Turns] When this Digimon would leave the battle area, return 1 yellow Digimon card from this Digimon's digivolution cards to the hand.",[When Attacking] [Once Per Turn] 1 Digimon may gain ＜Security A. -1＞ (This Digimon checks 1 additional security card.) until the end of your opponent's turn.,"DigiXros Requirements [DigiXros -2] [Sanzomon] or [Gokuumon] or [Cho-Hakkaimon]
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Digimon Card Game,sagomon-ex6-024,2024-05-27 15:14:30,Sagomon,555297.0,['EX-06: Theme Booster Infernal Ascension'],775336.0,Sagomon (EX6-024),EX6-024,5783.0,436283.0,1611.0,0.04,0.02,0.1,0.48,0.12,0.06
Sagomon,Digimon,BT12-040,5.0,7.0,3.0,,,[Digivolve] Lv.4 w/＜Save＞ in text: Cost 3,Yellow,,Wizard,,,7000.0,Virus,C,,,"When you would play this card from your hand, if your opponent has a Digimon with ＜Security A.＞ in play, reduce its play cost by 3.","[When Attacking] [Once Per Turn] Until the end of your opponent's turn, 1 of your opponent's Digimon gains ＜Security A. -1＞ (This Digimon checks 1 fewer security card.).",[Digivolve] Lv.4 w/＜Save＞ in text: Cost 3,Digimon Card Game,sagomon-bt12-040,2024-05-27 15:14:30,Sagomon,493599.0,['BT-12: Booster Across Time'],708431.0,Sagomon (BT12-040),BT12-040,5322.0,419256.0,1611.0,0.04,0.02,0.04,0.02,0.04,0.04
Sakusimon,Digimon,EX10-043,4.0,5.0,2.0,,,,Purple,,Simulation (App Name),Leviathan,Sup.,5000.0,Game,C,Sup.,,"[On Play] [When Digivolving] Delete 1 of your opponent's level 3 Digimon.
[All Turns] [Once Per Turn] When effects trash any of this Digimon's link cards, gain 1 memory.","Link Requirements [Link] [Appmon] trait: Cost 2 
(Plug this card from the hand or battle area sideways into the specified Digimon in the battle area.)",,Digimon Card Game,sakusimon-ex10-043,2025-08-09 06:01:01,Sakusimon,648701.0,['EX-10: Extra Booster Sinister Order'],844232.0,Sakusimon (EX10-043),EX10-043,6271.0,452916.0,1611.0,0.03,0.02,0.03,0.02,0.04,0.05
Sakuttomon,Digi-Egg,BT4-001,2.0,,,,,,Red,,Weapon,,In-Training,,,u,In-Training,,"Inherited Effect [When Attacking] [Once Per Turn] If this Digimon is level 7, gain 1 memory.",,,Digimon Card Game,sakuttomon-bt4-001,2024-05-27 15:14:30,Sakuttomon,238077.0,['BT-04: Booster Great Legend'],650027.0,Sakuttomon (BT4-001),BT4-001,4989.0,405341.0,1611.0,3.85,2.0,3.9,3.85,2.83,1.98
Sakuttomon,Digi-Egg,EX6-001,2.0,,,,,,Red,,Weapon,,,,,U,,,"Inherited Effect [Your Turn] [Once Per Turn] When an effect places a card with the [Legend-Arms] trait in this Digimon's digivolution cards, gain 1 memory.",,,Digimon Card Game,sakuttomon-ex6-001,2024-05-27 15:14:30,Sakuttomon,555212.0,"['Box Promotion Pack: Infernal Ascension', 'EX-06: Theme Booster Infernal Ascension']",775300.0,Sakuttomon (EX6-001),EX6-001,5783.0,436270.0,1611.0,0.07,0.02,0.09,0.05,0.1,0.09
Sakuttomon,Digi-Egg,ST13-01,2.0,,,,,,Black,,Weapon,,,,,u,,,"Inherited Effect [Your Turn] [Once Per Turn] When you play another Digimon with the [Legend-Arms] trait by an effect, gain 1 memory.",,,Digimon Card Game,sakuttomon-st13-01,2024-05-27 15:14:30,Sakuttomon,450007.0,['ST-13: Starter Deck RagnaLoardmon'],675881.0,Sakuttomon (ST13-01),ST13-01,5154.0,412431.0,1611.0,0.05,0.02,0.06,0.05,0.06,0.05
Sakuyamon,Digimon,BT5-044,6.0,12.0,3.0,Yellow,5.0,,Yellow,,Shaman,,Mega,11000.0,Data,R,Mega,,"[Opponent's Turn] When an opponent's Digimon moves from the breeding area to the battle area, it gains ＜Security A. -3＞ (This Digimon checks 3 fewer security cards.) for the turn.
[Your Turn] All of your opponent's Security Digimon get -3000 DP.",,,Digimon Card Game,sakuyamon-bt5-044,2024-05-27 15:14:30,Sakuyamon,243680.0,"['BT-05: Booster Battle Of Omni', 'Digimon Card Game Deck Box Set Beelzemon', 'Memorial Collection 02', 'PB-08: Digimon Tamers Playmat']",650107.0,Sakuyamon (BT5-044),BT5-044,4991.0,405499.0,1611.0,2.84,1.0,1.35,2.84,2.44,4.55
Sakuyamon,Digimon,EX2-024,6.0,12.0,3.0,Yellow,,,Yellow,,Shaman,,,11000.0,Data,sr,,,"[When Digivolving] Unsuspend 1 of your Digimon, and for each Tamer you have in play, return 1 Option card with [Plug-In] in its name from your trash to your hand.
[Your Turn] When you use an Option card with a cost of 2 or more, 1 of your opponent's Digimon gets -3000 DP for the turn.",,,Digimon Card Game,sakuyamon-ex2-024,2024-05-27 15:14:30,Sakuyamon,274877.0,['EX-02: Theme Booster Digital Hazard'],662711.0,Sakuyamon (EX2-024),EX2-024,5079.0,409051.0,1611.0,0.99,0.39,1.57,5.0,1.86,1.44
Sakuyamon,Digimon,ST22-05,6.0,6.0,3.0,,,[Digivolve] [Sakuyamon: Maid Mode]: Cost 1,Yellow,,Shaman,,,11000.0,Data,SR,,,"[Hand] [Counter] ＜Blast Digivolve＞ (Your Digimon may digivolve into this card without paying the cost.)
＜Alliance＞ (When this Digimon attacks, by suspending 1 of your other Digimon, add the suspended Digimon's DP to this Digimon and it gains ＜Security A. +1＞ for the attack.)
[On Play] [When Digivolving] [When Attacking] [Once Per Turn] You may play 1 [Pipe Fox] Token. (Digimon/Yellow/6000 DP/＜Blocker＞) Then, you may use 1 Option card with the [Onmyōjutsu] or [Plug-In] trait from your hand or under your Tamers without paying the cost.","Ace Overflow ＜-3＞ (As this card moves from the field or under a card to an area other than those, lose 3 memory.)",[Digivolve] [Sakuyamon: Maid Mode]: Cost 1,Digimon Card Game,sakuyamon-st22-05,2025-11-06 18:00:14,,,['ST-22: Advanced Deck Set Amethyst Mandala'],858162.0,Sakuyamon Ace (ST22-05),ST22-05,6344.0,456235.0,,,,,,,
Sakuyamon,Digimon,BT17-038,6.0,11.0,3.0,,,[Digivolve] [Sakuyamon: Maid Mode]: Cost 1,Yellow,,Shaman,,,11000.0,Data,R,,,"＜Barrier＞ (When this Digimon would be deleted in battle, by trashing the top card of your security stack, prevent that deletion.)
[When Digivolving] 1 of your opponent's Digimon gets -6000 DP for the turn. Then, you may use 1 Option card with [Plug-In] in its name or 1 yellow Option card with a cost of 5 or less from your hand without paying the cost.
[Your Turn] [Once Per Turn] When you use an Option card with a cost of 2 or more, this Digimon can't be returned to hand or deck by your opponent's effects until the end of their turn.",,[Digivolve] [Sakuyamon: Maid Mode]: Cost 1,Digimon Card Game,sakuyamon-bt17-038,2024-05-27 15:14:30,Sakuyamon,559297.0,['BT-17: Booster Secret Crisis'],778246.0,Sakuyamon (BT17-038),BT17-038,5797.0,437064.0,1611.0,0.66,0.02,0.59,0.6,0.37,0.57
Sakuyamon,Digimon,BT19-040,6.0,11.0,3.0,,,[Digivolve] [Sakuyamon: Maid Mode]: Cost 1,Yellow,,Shaman,,,11000.0,Data,R,,,"[When Digivolving] ＜Draw 2＞ (Draw 2 cards from your deck.) Then, you may use 1 single-color Option card with a cost of 5 or less from your hand without paying the cost.
[Your Turn] [Once Per Turn] When you use an Option card with a cost of 2 or more, play 1 [Pipe Fox] Token. (Digimon/Yellow/6000 DP/＜Blocker＞)",,[Digivolve] [Sakuyamon: Maid Mode]: Cost 1,Digimon Card Game,sakuyamon-bt19-040,2024-09-09 08:05:59,Sakuyamon,607267.0,"['BT-19: Booster Xros Evolution', 'BT19-20: Special Booster Ver.2.5']",805053.0,Sakuyamon (BT19-040),BT19-040,6000.0,444157.0,1611.0,1.89,0.75,1.88,2.5,1.67,1.93
Sakuyamon,Digimon,BT23-034,6.0,11.0,3.0,,,[Digivolve] Lv.5 w/[CS] trait: Cost 3,Yellow,,Shaman,Zaxon,,11000.0,Data,U,,,"When this card would be played, if you have a Tamer with the [Zaxon] trait, reduce the play cost by 5.
[On Play] [When Digivolving] [When Attacking] [Once Per Turn] Until your opponent's turn ends, 1 of their Digimon can't activate [When Digivolving] effects and gets -6000 DP.
[On Deletion] Place this card face up as the bottom security card.",,[Digivolve] Lv.5 w/[CS] trait: Cost 3,Digimon Card Game,sakuyamon-bt23-034,2025-09-25 06:02:57,,,"[""BT-23: Booster Hackers' Slumber""]",851830.0,Sakuyamon (BT23-034),BT23-034,6280.0,454917.0,1611.0,0.07,0.02,0.05,0.05,0.09,0.06
Sakuyamon (X Antibody),Digimon,EX8-037,6.0,12.0,4.0,,,[Digivolve] Lv.6 w/[Sakuyamon] in name w/o [X Antibody] trait: Cost 1,Yellow,,Shaman,X Antibody,,12000.0,Data,SR,,,"[When Digivolving] If [Sakuyamon] or [X Antibody] is in this Digimon's digivolution cards, play 1 [Uka no Mitama] Token. (Digimon/Yellow/9000 DP/＜Rush＞)
[Your Turn] [Once Per Turn] When one of your Digimon attacks, you may use 1 single-color Option card with a use cost of 5 or less from your hand without paying the cost. If you did, 1 of your Digimon unsuspends.",,[Digivolve] Lv.6 w/[Sakuyamon] in name w/o [X Antibody] trait: Cost 1,Digimon Card Game,sakuyamon-x-antibody-ex8-037,2024-10-29 18:00:49,Sakuyamon (X Antibody),604331.0,['EX-08: Extra Booster Chain of Liberation'],,,,,,,,,,,,
Sakuyamon: Maid Mode,Digimon,LM-023,6.0,6.0,3.0,,,[Digivolve] [Sakuyamon]: Cost 1,Yellow,,Shaman,,,11000.0,Data,P,,,"[Hand] [Counter] ＜Blast Digivolve＞ (Your Digimon may digivolve into this card without paying the cost.)
[On Play] [When Digivolving] You may place 1 yellow Tamer card or 1 single-color Option card with a cost of 5 or less from your hand on top of your security stack.
[All Turns] [Once Per Turn] When an Option card is used, or when a card is added to a security stack, 1 of your opponent's Digimon gets -6000 DP for the turn.","Ace Overflow ＜-4＞ (As this card moves from the field or under a card to an area other than those, lose 4 memory.)",[Digivolve] [Sakuyamon]: Cost 1,Digimon Card Game,sakuyamon-maid-mode-lm-023,2024-05-27 15:14:30,Sakuyamon: Maid Mode ACE,596387.0,"['LM-03: Limited Card Set 2024', 'Special Limited Set']",800399.0,Sakuyamon: Maid Mode Ace (LM-023),LM-023,5963.0,442835.0,1611.0,0.44,0.1,0.49,0.85,0.48,0.59
Sakuyamon: Maid Mode,Digimon,ST22-06,6.0,11.0,4.0,,,[Digivolve] [Sakuyamon]: Cost 1,Yellow,,Shaman,,,12000.0,Data,SR,,,"[On Play] [When Digivolving] You may use 1 Option card with the [Onmyōjutsu] or [Plug-In] trait from your hand or under your Tamers without paying the cost.
[All Turns] [Once Per Turn] When you use Option cards or your security stack is removed from, by placing 1 of your opponent's Digimon with the lowest DP as the bottom security card, trash their top security card.",,[Digivolve] [Sakuyamon]: Cost 1,Digimon Card Game,sakuyamon-maid-mode-st22-06,2025-11-06 18:00:11,,,['ST-22: Advanced Deck Set Amethyst Mandala'],858163.0,Sakuyamon: Maid Mode (ST22-06),ST22-06,6344.0,456236.0,,,,,,,
Sakuyamon: Maid Mode,Digimon,BT10-041,6.0,12.0,3.0,,5.0,,Yellow,Yellow,Shaman,,,11000.0,Data,sr,,,"[When Digivolving] You may use 1 Option card with [Plug-In] in its name or that's yellow and has a memory cost of 5 or less from your hand without meeting its color requirements or paying its memory cost. Place the Option card used with this effect on top of your security stack face down instead of placing it in your trash.
[When Attacking] You may digivolve this Digimon into a [Sakuyamon] in your hand for 1 memory, ignoring its digivolution requirements.",,,Digimon Card Game,sakuyamon-maid-mode-bt10-041,2024-05-27 15:14:30,Sakuyamon: Maid Mode,288154.0,['BT-10: Booster Xros Encounter'],677501.0,Sakuyamon: Maid Mode (BT10-041),BT10-041,5152.0,412713.0,1611.0,2.98,1.6,2.79,5.55,3.07,3.15
Salamon,Digimon,ST3-02,3.0,2.0,0.0,Yellow,2.0,,Yellow,,Mammal,,Rookie,3000.0,Vaccine,c,Rookie,,,,,Digimon Card Game,salamon-st3-02,2024-05-27 15:14:30,Salamon,229790.0,"[""ST-3: Starter Deck Heaven's Yellow""]",620976.0,Salamon (ST3-02),ST3-02,5000.0,405958.0,1611.0,0.05,0.02,0.06,0.05,0.05,0.06
Salamon,Digimon,BT2-034,3.0,4.0,0.0,Yellow,2.0,,Yellow,,Mammal,,Rookie,2000.0,Vaccine,u,Rookie,,"[On Deletion] If you have 3 or fewer security cards, ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack.)",,,Digimon Card Game,salamon-bt2-034,2024-05-27 15:14:30,Salamon,231001.0,"['BT-02: Booster Ultimate Power', 'BT01-03: Release Special Booster Ver.1.5', 'BTC-01: Booster Ultimate Evolution']",650277.0,Salamon (BT2-034),BT2-034,5007.0,405150.0,1611.0,0.28,0.15,0.36,0.65,0.3,0.47
Salamon,Digimon,BT3-033,3.0,3.0,0.0,Yellow,2.0,,Yellow,,Mammal,,Rookie,1000.0,Vaccine,R,Rookie,,Inherited Effect [When Attacking] 1 of your opponent's Digimon gets -1000 DP for the turn.,,,Digimon Card Game,salamon-bt3-033,2024-05-27 15:14:30,Salamon - BT3-033,231741.0,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']",620304.0,Salamon (BT3-033),BT3-033,4986.0,405261.0,1611.0,0.05,0.02,0.13,0.1,0.11,0.17
Salamon,Digimon,BT9-072,3.0,3.0,0.0,Purple,,,Purple,,Mammal,,,2000.0,Data,c,,,[On Play] Reveal the top 4 cards of your deck. Add 1 2-color purple card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,Digimon Card Game,salamon-bt9-072,2024-05-27 15:14:30,Salamon,277761.0,['BT-09: Booster X Record'],669298.0,Salamon (BT9-072),BT9-072,5099.0,410412.0,1611.0,0.09,0.02,0.09,0.05,0.08,0.08
Salamon,Digimon,EX1-025,3.0,3.0,0.0,Yellow,,,Yellow,,Mammal,,,2000.0,Vaccine,c,,,"Inherited Effect [When Attacking] [Once Per Turn] If you have 3 or more security cards, ＜Draw 1＞ (Draw 1 card from your deck.)",,,Digimon Card Game,salamon-ex1-025,2024-05-27 15:14:30,Salamon,255899.0,"['EX-01: Theme Booster Classic Collection', 'Tamer Battle Pack 12']",621119.0,Salamon (EX1-025),EX1-025,4997.0,405818.0,1611.0,0.05,0.02,0.05,0.05,0.05,0.04
Salamon,Digimon,EX6-016,3.0,3.0,0.0,,,,Yellow,,Mammal,,,1000.0,Vaccine,C,,,"[Start of Your Main Phase] If you have a purple Digimon or Tamer, gain 1 memory.",[When Attacking] [Once Per Turn] 1 of your opponent's Digimon gets -2000 DP for the turn.,,Digimon Card Game,salamon-ex6-016,2024-05-27 15:14:30,Salamon,555238.0,['EX-06: Theme Booster Infernal Ascension'],774513.0,Salamon (EX6-016),EX6-016,5783.0,436106.0,1611.0,0.14,0.02,0.08,0.07,0.11,0.1
Salamon,Digimon,ST10-02,3.0,3.0,0.0,Yellow,,,Yellow,,Mammal,,,2000.0,Vaccine,c,,,Inherited Effect [End of Your Turn] This Digimon and any of your other Digimon may DNA digivolve into a Digimon card in the hand.,,,Digimon Card Game,salamon-st10-02,2024-05-27 15:14:30,Salamon,268120.0,['ST-10: Starter Deck Parallel World Tactician'],653228.0,Salamon (ST10-02),ST10-02,5029.0,407053.0,1611.0,0.17,0.02,0.13,0.05,0.17,0.11
Salamon,Digimon,BT13-048,3.0,3.0,0.0,,,,Green,,Mammal,,,1000.0,Vaccine,U,,,"[On Play] Reveal the top 3 cards of your deck. Add 1 Digimon card with [Beast], [Animal] or [Sovereign] in any of its traits (other than [Sea Animal]) and 1 Digimon card with the [Royal Knight] trait among them to your hand. Place the rest at the bottom of your deck in any order.","[Your Turn] While this Digimon has [Beast], [Animal] or [Sovereign] in any of its traits (other than [Sea Animal]) or the [Royal Knight] trait, this Digimon gets +2000 DP.",,Digimon Card Game,salamon-bt13-048,2024-05-27 15:14:30,Salamon,503299.0,['BT-13: Booster Versus Royal Knights'],721600.0,Salamon (BT13-048),BT13-048,5394.0,421697.0,1611.0,0.07,0.02,0.06,0.05,0.05,0.06
Salamon,Digimon,BT15-034,3.0,3.0,0.0,,,,Yellow,,Mammal,,,1000.0,Vaccine,R,,,"[Start of Your Main Phase] If you have 3 or more security cards, you may add the top card of your security stack to the hand. If you have 2 or fewer, you may place 1 yellow Digimon card with the [Vaccine] trait from your hand at the top or bottom of your security stack.","[All Turns] [Once Per Turn] When a card is removed from your security stack, 1 of your opponent's Digimon gets -2000 DP for the turn.",,Digimon Card Game,salamon-bt15-034,2024-05-27 15:14:30,Salamon,537613.0,"['BT-15: Booster Exceed Apocalypse', 'Digimon Story: Time Stranger Tutorial Deck']",755535.0,Salamon (BT15-034),BT15-034,5577.0,431011.0,1611.0,0.41,0.02,0.38,0.46,0.43,0.27
Salamon,Digimon,BT16-030,3.0,3.0,1.0,Purple,,[Digivolve] [Nyaromon]: Cost 0,Yellow,Purple,Mammal,,,1000.0,Vaccine,R,,,"[Start of Your Main Phase] [On Play] If it's your turn, 1 of your Digimon may digivolve into a level 4 Digimon card with the [Holy Beast] or [Free] trait in the trash with the digivolution cost reduced by 1.",[Your Turn] All of your opponent's Security Digimon get -3000 DP.,[Digivolve] [Nyaromon]: Cost 0,Digimon Card Game,salamon-bt16-030,2024-05-27 15:14:30,Salamon,546687.0,['BT-16: Booster Beginning Observer'],765875.0,Salamon (BT16-030),BT16-030,5732.0,433280.0,1611.0,0.26,0.02,0.25,0.2,0.27,0.26
